ts_code,closelow,closehigh,pe_ttmlow,pe_ttmhigh,pblow,pbhigh,turnover_rate_flow,turnover_rate_fhigh,ps_ttmlow,ps_ttmhigh,total_mvlow,total_mvhigh,close,closerate,pe_ttm,pe_ttmrate,pb,pbrate,turnover_rate_f,turnover_rate_frate,ps_ttm,ps_ttmrate,total_mv,total_mvrate,mv,mv_low,mv_high
603025.SH,9.95,85.5,21.5759,196.0925,5.045,26.0478,0.0253,48.8953,7.952,60.1082,718776,3821850,12.03,2.753143614,30.0086,4.83203317,6.0975,5.011236597,4.7025,9.57069777,10.3193,4.538865945,1109034.525,12.57651365,,,
603026.SH,9.37,56.22,14.3405,732.387,1.4513,8.1647,0.0101,60.1895,0.4258,3.1218,189911.16,1139466.96,25.84,35.1547492,23.4348,1.266533574,3.2772,27.19784312,3.2683,5.41414504,0.9981,21.22774481,523725.12,35.1547492,,,
603027.SH,13.23,48.91,23.0923,91.0984,2.6252,9.074,0.0515,69.558,3.3946,10.9604,211680,875922.2324,22.21,25.16816143,30.184,10.42803513,5.6733,47.26615804,3.867,5.489414659,6.772,44.64035528,724413.1757,77.19069199,,,
603028.SH,6.08,37.46,29.5552,205.7991,1.9443,12.2962,0.0217,73.6486,2.2944,16.0896,134246.4,827116.8,8.97,9.209687699,163.7227,76.12603897,2.8515,8.763608613,3.3287,4.491564904,3.1373,6.110096265,198057.6,9.209687699,,,
603029.SH,12.37,65.57,30.2976,318.6017,1.6462,8.7759,0.0154,69.4303,3.1532,20.7499,115461.58,612030.38,15.89,6.616541353,165.8255,47.00866203,2.1147,6.571103974,5.3427,7.674577072,4.4853,7.570169407,148317.26,6.616541353,,,
603030.SH,4.46,68.19,10.6917,145.3316,1.4455,13.9358,0.0253,55.4617,0.4208,5.8601,226880,1091040,7.4,4.613211988,16.4107,4.247626447,2.3161,6.970208882,6.3633,11.43292133,0.6458,4.13656169,398325.9664,19.83960915,,,
603031.SH,10.65,82.92,29.5202,145.1848,1.9663,11.8609,0.014,84.6956,0.6532,4.5532,119280,663360,13.73,4.261796043,64.6894,30.4061917,2.535,5.747579488,5.6477,6.65280297,0.8421,4.843589744,153776,6.340244082,,,
603032.SH,8.37,54.26,17.9254,526.3774,2.6986,16.872,0.0156,67.4526,4.0954,43.5694,111605.58,742277.112,39,66.74656788,24.274,1.248613438,9.1393,45.44216631,63.0041,93.40347287,36.6287,82.417034,624031.2,81.25079285,,,
603033.SH,14.64,63.39,22.116,63.1727,1.6172,5.359,0.0239,57.6225,1.7935,7.5206,185898.72,574947.3,24.75,20.73846154,54.0868,77.86987264,2.0318,11.08022877,1.9345,3.317094513,4.9087,54.39402141,538167.7942,90.54629481,,,
603035.SH,11.81,30.3,8.8329,37.9613,1.3423,4.2205,0.0229,64.3929,2.2445,8.3077,330680,848400,14.01,11.89832342,10.4507,5.554029744,1.5804,8.272531443,5.1945,8.034177412,2.6425,6.564190526,392280,11.89832342,,,
603036.SH,9.85,52.91,33.8522,181.8396,2.1376,11.4821,0.0124,76.7331,8.9232,47.9316,200309.6,1075977.76,14.57,10.96144914,90.8129,38.49023633,2.9964,9.190432875,15.7198,20.47348369,14.8541,15.20416116,296295.52,10.96144914,,,
603037.SH,15.89,59.66,13.3191,74.3825,2.1736,7.0606,0.033,55.5265,3.3053,19.0991,168311.1703,477280,22.69,15.53575508,18.8346,9.032415489,2.9999,16.90812359,2.08,3.688720301,4.5311,7.761273411,240338.6063,23.31220145,,,
603038.SH,15.9,71.1,17.2298,51.0897,1.5463,5.5761,0.018,55.9237,2.1191,8.8364,149482.578,474237,20.07,7.554347826,24.8741,22.57626278,1.9168,9.194004665,4.3887,7.817986359,2.6269,7.559584952,188655.5916,12.06234956,,,
603039.SH,21.46,114.5,19.8331,108.5351,3.0006,16.075,0.0132,57.8477,3.3569,15.0937,143073.82,1003665.435,97.83,82.08297506,102.9806,93.73802169,15.1611,93.01000428,1.0716,1.830049538,11.4182,68.68396837,1002846.447,99.9048343,,,
603040.SH,21.22,94.89,15.0688,118.8843,2.7624,12.1634,0.018,62.0736,5.6887,42.6703,142020,575000.5302,30.32,12.35238225,21.7644,6.449518617,3.7019,9.9936177,2.9616,4.743488098,8.0037,6.259869773,241065.4969,22.87527729,,,
603041.SH,13.21,39.89,27.2495,58.44,1.8395,5.9023,0.0056,48.1607,4.5223,14.1341,133352.308,398900,16.93,13.94302849,42.9472,50.3284654,2.3575,12.74982771,4.6406,9.625148738,5.7958,13.24933935,170904.964,14.14158629,,,
603042.SH,11.56,39.05,26.2594,274.49,1.8863,6.2819,0.0127,70.6375,1.2726,5.1815,160302.52,531080,15.72,15.13277555,254.872,92.09686477,2.5651,15.44271544,7.8045,11.03266841,1.7306,11.71685129,217989.24,15.55831276,,,
603043.SH,17.27,33.67,20.5915,41.4423,4.3208,7.3715,0.0196,54.2217,3.3261,5.7092,697701.4098,1360255.152,30.59,81.2195122,32.3628,56.4549082,6.3458,66.37820828,11.7858,21.708015,4.871,64.82732575,1235824.327,81.21951214,,,
603045.SH,13.9,80.82,24.6032,143.0526,1.9083,11.0958,0.0232,82.1754,1.0847,6.3068,136637,794460.6,31.6,26.44949193,59.6877,29.61982078,4.1545,24.44843537,11.6111,14.10540436,2.4383,25.92060665,310628,26.44949193,,,
603050.SH,10.08,55.42,19.8805,109.9657,1.6715,7.8749,0.009,69.2374,1.498,8.7555,163543.464,738970.28,14.77,10.34406705,27.6753,8.652697668,2.398,11.7113196,6.8149,9.831080886,2.0853,8.092318291,239636.6035,13.22377362,,,
603055.SH,9.42,25.97,12.8608,62.4947,2.1525,6.7056,0.0164,49.7673,1.7776,6.3379,515839.2,1422117.2,12.61,19.27492447,15.9307,6.185087209,2.7609,13.36232457,3.4741,6.950025025,2.3239,11.97947503,690523.6,19.27492447,,,
603056.SH,6.97,30.21,17.6113,73.3004,2.027,8.4366,0.0084,66.8015,0.3936,1.6381,669120,2900160,18.62,50.12908778,27.5884,17.91571421,4.7281,42.14147529,1.0673,1.585343396,0.8216,34.39132182,1787520,50.12908778,,,
603058.SH,6.85,31.91,31.6459,147.419,3.8514,17.9412,0.0143,68.6533,8.7835,40.9169,288768.6,1345197.96,11.52,18.63527534,38.4453,5.873039592,5.4614,11.42670584,7.7319,11.24375355,11.3436,7.967099653,482773.7088,18.36422918,,,
603059.SH,27.7,57.26,24.2145,52.9179,2.6953,5.8282,0.2627,68.6352,3.1693,6.8486,221600,458080,35.48,26.31935047,28.6855,15.57655191,3.3233,20.04532542,8.3902,11.88708911,3.8961,19.75375751,283840,26.31935047,,,
603060.SH,14.46,51.35,19.5072,93.341,3.0885,12.5859,0.006,61.1824,4.0453,17.6084,318120,1129700,26.88,33.66766061,31.0588,15.64540901,5.0602,20.76041864,2.7515,4.487841717,6.3083,16.68497615,591360,33.66766061,,,
603063.SH,5.7,25.61,16.1238,51.0871,1.0121,4.7266,0.0298,45.9577,3.2255,13.316,239400,1075620,11.2,27.62430939,48.5306,92.68804718,1.9854,26.20271907,3.9743,8.58846148,6.7702,35.12908181,470400,27.62430939,,,
603066.SH,6.23,65.92,20.2849,96.7393,2.0289,9.4866,0.0092,47.5306,2.8307,13.2465,179000,659200,8,2.965320824,26.0481,7.538088063,2.6054,7.730265363,7.3766,15.50333113,3.6349,7.720962384,241873.3416,13.09315735,,,
603067.SH,7.66,43.46,14.8052,94.9267,1.9161,9.1797,0.0127,60.4473,1.7217,11.3419,194260,956120,9.5,5.139664804,18.3616,4.438758635,2.4214,6.95660554,3.3663,5.549139069,2.1353,4.299286917,292600,12.90788334,,,
603069.SH,5.5,27.34,25.2295,135.5808,1.7434,8.6661,0.0134,68.1652,1.4039,6.9788,173800,863944,8.17,12.22527473,47.5191,20.19876522,2.3364,8.566021928,7.0593,10.33853838,2.3579,17.11241457,258172,12.22527473,,,
603076.SH,21.51,51.5,22.7745,50.0383,1.9897,5.0596,0.0145,55.7464,1.7812,4.2592,160249.5,383675,27.18,18.9063021,28.7779,22.01967444,2.5142,17.08524708,5.4875,9.82022863,2.2507,18.94673123,202491,18.9063021,,,
603077.SH,1.55,28.79,13.0909,212.05,1.2351,5.2212,0.1929,26.1008,2.3443,13.9317,936273.8311,3178644.955,2.07,1.908957416,29.4007,8.197564223,1.6296,9.896891699,1.7585,6.04294443,3.0521,6.10835908,1828068.797,39.77017705,,,
603078.SH,23.98,96.25,30.3034,93.9173,2.6178,7.8326,0.0147,59.2916,5.25,16.099,201432,577500,31.87,10.91739311,67.0559,57.77432291,3.4777,16.4896065,3.3921,5.697666376,6.9774,15.92220481,267708,17.62340853,,,
603079.SH,15.31,71.28,25.2112,93.5807,2.1476,7.7296,0.016,53.0573,3.474,11.8271,171472,570240,20.24,8.808290155,50.8903,37.55929179,2.8649,12.85023289,6.1275,11.52215349,4.6008,13.48960266,226688,13.84664767,,,
603080.SH,16.81,55.88,25.3786,89.1673,2.3979,8.5465,0.0152,71.3138,6.0968,23.8516,237861.5,790702,24.62,19.98976197,37.1696,18.48446512,3.512,18.11957194,20.5985,28.86915031,8.9294,15.95399554,348373,19.98976197,,,
603081.SH,8.5,31.08,15.4348,61.6847,2.1564,9.3511,0.0234,59.7126,1.9459,7.7013,341530,1248794.4,17.21,38.57395926,29.8672,31.20525666,4.0325,26.07613938,33.8877,56.73438411,3.8519,33.11672516,691497.8,38.57395926,,,
603083.SH,20.15,56.19,25.8431,145.7155,2.0083,5.2075,0.0049,56.7461,0.8671,2.2484,212087.6597,549940.2675,33.77,37.79134295,70.2874,37.07634118,3.8784,58.45523881,15.1599,26.70898747,1.4916,45.21103308,434890.1343,65.94664935,,,
603085.SH,6.81,60.61,30.6415,203.7415,1.987,16.1436,0.0137,70.9042,2.2085,19.5557,104700,764622.0202,10.07,6.059479554,47.4868,9.731542461,2.9382,6.719127474,7.9231,11.15720724,3.2657,6.094355285,293023.0349,28.53716487,,,
603086.SH,18.38,47.63,11.6043,37.539,1.8074,3.5139,0.015,51.8119,1.733,3.8083,203200,381040,30.43,41.1965812,16.1463,17.51321588,2.6501,49.38177556,4.8546,9.343416305,2.4145,32.83862574,340816,77.38191633,,,
603088.SH,9.8,70.94,30.468,240.1811,2.2206,12.8225,0.1575,39.6714,3.571,24.3119,109760,567520,14.42,7.55642787,39.5453,4.328437279,3.1598,8.858789462,5.1999,12.76107901,4.9288,6.546485447,161504,11.30373995,,,
603089.SH,13.89,50.04,22.9981,71.5978,2.1172,8.243,0.0181,63.3728,1.6809,8.4139,148164.63,533776.68,20.81,19.14246196,30.176,14.76943273,2.9905,14.25609716,4.9504,7.785215619,2.3092,9.331650082,221980.27,19.14246196,,,
603090.SH,11.85,73.63,33.0977,197.3604,2.5605,16.7026,0.0088,68.7833,2.8693,32.8558,118500,736300,18.91,11.42764649,67.7288,21.08275342,3.9959,10.1498363,23.1906,33.70696988,4.4883,5.39909626,189100,11.42764649,,,
603096.SH,31.03,100.22,25.3373,55.8859,3.0109,8.9706,0.0222,52.7188,4.7927,14.1106,413816.08,1349562.52,60.55,42.66512502,33.8552,27.88311085,4.8536,30.91934158,2.6254,4.939977152,8.8453,43.49263246,819289.94,43.33159526,,,
603098.SH,8.01,30.06,18.1142,69.427,2.2287,7.9065,0.0147,54.4639,1.4555,11.2151,384489.612,1202430.06,13.95,26.93877551,30.8779,24.87430037,3.7516,26.82200852,3.7992,6.950515343,2.4121,9.801631214,669616.74,34.85915493,,,
603099.SH,7.83,32.54,29.8892,109.4654,2.1948,11.3206,0.3647,45.765,4.9153,28.6931,208802.61,867744.18,10.57,11.08862809,37.6106,9.70315245,2.7618,6.213153915,4.9432,10.08473512,6.1851,5.340275383,281870.19,11.08862809,,,
603100.SH,7.12,36.47,8.8434,89.8714,1.3874,8.5165,0.2093,31.8516,0.8489,4.3331,281240,1440565,10.98,13.1516184,11.1353,2.82852841,1.9073,7.292645635,2.3854,6.877186551,1.2566,11.70139487,433710,13.1516184,,,
603101.SH,11.23,35.15,20.704,85.8585,2.0525,7.2847,0.0329,58.424,0.8259,3.2379,269520,843600,14.08,11.91471572,32.4888,18.08746902,2.4755,8.084553343,8.6458,14.75036435,0.9938,6.961028192,337920,11.91471572,,,
603103.SH,19,43.97,24.1138,60.2686,3.7055,8.1482,0.0096,57.8525,3.1397,8.216,860700,1991841,24.97,23.90869043,35.2724,30.8633985,5.1648,32.8471425,6.6085,11.40831459,4.1518,19.93774994,1131141,23.90869043,,,
603105.SH,6.96,26.8,24.6682,94.9868,2.4786,9.5442,0.0139,77.1409,3.7349,15.2461,348000,1340000,15.96,45.36290323,59.8731,50.06484771,5.4471,42.01341712,7.7858,10.07675652,13.5937,85.64528459,798000,45.36290323,,,
603106.SH,9.17,40.72,28.0255,79.2287,1.737,7.4855,0.0187,64.1796,2.3111,9.7555,282436,1140160,13.27,12.99524564,53.9101,50.55269983,2.5136,13.5096112,8.0405,12.50263011,3.7865,19.81892429,408716,14.72268469,,,
603108.SH,6.9,107.87,13.5639,113.8967,1.6085,11.3607,0.0081,50.7906,0.698,6.6431,230421.2216,1115281.138,10.86,3.921957017,21.3485,7.758778784,2.5316,9.46555649,3.7182,7.30586324,1.0986,6.738322316,629374.0098,45.08654769,,,
603110.SH,10.01,40.27,29.6706,67.7236,2.2687,6.9791,0.0117,59.1356,3.8035,10.6709,143877.1134,413438.8009,13.73,12.29345671,50.6942,55.24820645,3.1119,17.90081522,8.6246,14.56754375,5.3641,22.72475755,197345.9307,19.83546616,,,
603111.SH,3.82,39.03,14.5732,76.4212,0.8852,10.7497,0.0899,62.542,1.0829,8.2185,286601.9936,1379340.245,5.5,4.771371769,,,1.2645,3.84510112,2.1363,3.276751302,1.5471,6.505409496,546301.5162,23.7659405,,,
603113.SH,10.87,31.01,7.3273,33.1574,1.5755,6.1955,0.0203,49.3546,0.9003,4.0889,734746.1876,2096088.25,14.35,17.27904667,9.6731,9.0816528,2.147,12.37012987,4.9353,9.962642624,1.1886,9.041585649,969973.1179,17.27904667,,,
603116.SH,6.4,47.69,10.1932,56.6334,1.0762,7.1755,0.0575,58.6534,1.1409,6.0678,373811.2,1949567.2,8.85,5.933640107,14.6354,9.565419615,1.4578,6.256455659,1.4137,2.314496407,1.5849,9.011751811,518021.475,9.151815065,,,
603117.SH,3.42,37.1,19.0462,166.8716,0.9938,11.6749,0.0092,67.8019,2.4501,35.4636,221359.262,1522955,4.51,3.236342043,27.8484,5.954457082,1.3105,2.965050416,3.9632,5.832486389,3.231,2.365395974,291909.4361,5.420283122,,,
603118.SH,4.91,77.89,24.2832,3727.0607,0.8782,10.9437,0.0261,49.0054,0.4916,3.9998,383872.1431,2336700,9.24,5.933132365,88.7213,1.740263896,1.6344,7.512791218,8.2613,16.81363351,0.8872,11.27643806,716777.5988,17.04735287,,,
603121.SH,16.98,37.6,30.8684,68.3539,3.0072,6.6591,0.1418,75.849,6.8842,15.2441,305640,676800,29.95,62.90009699,54.4468,62.90005469,5.3043,62.90150333,12.5894,16.44176512,12.1426,62.90027393,539100,62.90009699,,,
603123.SH,5.47,18.2,17.8508,75.0507,0.9421,3.3663,0.1452,20.2952,0.5508,1.6972,286706.8894,953942.484,6.75,10.05498822,21.8701,7.026760536,1.1549,8.778153618,1.8306,8.36426799,0.7008,13.08443824,353797.3499,10.05498823,,,
603126.SH,4.43,26.36,22.4304,143.5839,1.7031,11.8358,0.2876,55.9446,1.5338,9.6213,270451.5,1522587,6.88,11.17191062,32.8745,8.620551614,2.5761,8.615670058,4.6101,7.766318702,2.3757,10.40989181,420024,11.94539249,,,
603127.SH,18.01,89.19,28.4997,119.0624,2.9843,13.948,0.0171,50.4096,6.0926,25.4529,147321.8,908457.34,76.8,82.59342512,81.5186,58.54385967,13.5595,96.45648823,3.3637,6.641067619,21.6038,80.1185932,883158.528,96.67617518,,,
603128.SH,4.94,37,16.2788,121.8437,1.2967,10.8856,0.1283,49.1491,0.5261,1.8599,448800,1480000,7.64,8.421709295,24.1965,7.500314972,1.9606,6.923630448,4.4851,8.887655852,0.8334,23.0394362,773197.3017,31.45823329,,,
603129.SH,15.3,50.92,18.9194,62.5959,2.1802,7.9047,0.0147,59.8109,0.8851,4.2751,205932.492,678933.6728,25,27.2318922,30.5485,26.62553089,3.5097,23.22473578,10.6243,17.7429335,1.4248,15.92035398,336491,27.60215266,,,
603131.SH,11.91,107.55,29.9702,221.8376,2.5868,19.1472,0.0111,65.6274,3.1614,23.4003,145300,1075500,25.2,13.89585947,107.7019,40.51323987,4.8179,13.47250066,3.6627,5.565080628,7.3155,20.52532499,557006.126,44.25995764,,,
603133.SH,11.33,45.07,28.6212,125.0773,2.755,10.8309,0.0095,58.6037,5.0578,18.0055,235664,937456,20.07,25.90397155,77.0644,50.22305484,4.4843,21.41309328,5.6994,9.710688089,7.9959,22.69206114,422603.955,26.63751582,,,
603136.SH,23.4,55.32,20.1095,63.8722,2.4266,6.1799,0.01,59.2682,4.0206,10.4925,187200,442560,37.14,43.04511278,28.7879,19.83058632,3.5987,31.2285189,7.9903,13.46699697,6.0708,31.678487,297120,43.04511278,,,
603138.SH,14.39,80.08,27.0607,150.5921,3.5494,19.7523,0.0117,63.4979,2.5091,13.9632,117998,656656,23.21,13.42670117,64.3903,30.21871362,8.4423,30.19768066,9.1676,14.42187436,6.6381,36.04822727,349190.2722,42.92004801,,,
603139.SH,14.36,42.19,22.7204,64.4175,1.5528,4.9309,0.0264,57.5797,3.7474,10.9577,143427.68,421393.72,18.47,14.76823572,31.0005,19.85773591,1.9972,13.155324,3.9413,6.80221638,4.82,14.87594136,184478.36,14.76823572,,,
603156.SH,38.25,113.37,11.6061,25.3758,2.6304,6.2132,0.6425,39.5323,3.5852,7.367,2881257.75,6099872.85,49.33,14.74973376,14.9681,24.41592773,3.3924,21.26828179,0.8423,0.513759392,4.6237,27.46046856,3715880.91,25.93112671,,,
603157.SH,7,29.6,9.6314,30.4741,0.99,4.1942,0.0142,69.4722,0.4275,1.8958,383370.1494,1621108.06,9.4,10.61946903,12.9335,15.84295701,1.3295,10.59546845,7.975,11.46131475,0.5741,9.984335626,514811.3435,10.61946903,,,
603158.SH,14.31,77.1,24.9848,87.7799,3.0946,11.5903,0.045,61.3872,3.1168,13.8847,223153.64,822425.7,18.84,7.214524606,34.1256,14.55654979,4.0742,11.53053898,7.582,12.28681071,4.1035,9.163346614,411842.4,31.48632693,,,
603159.SH,9.91,88.53,23.9505,224.9461,2.754,24.1591,0.0016,68.8975,2.1734,19.594,99100,885300,22.16,15.58127703,51.8935,13.90229438,5.4002,12.36247436,13.388,19.42989351,3.5911,8.138066427,221600,15.58127703,,,
603160.SH,27.96,170.98,23.1373,107.4516,5.7137,34.9404,0.0092,59.2676,6.7295,30.3305,1244220,7608610,103.55,52.85274787,106.7301,99.14427327,12.8866,24.54228497,1.7989,3.020162542,14.8176,34.27015804,4728627.929,54.74849795,,,
603161.SH,13.06,36.99,17.1362,48.0623,1.4341,4.308,0.0251,55.5017,1.4109,5.8634,174220.4,493446.6,16.19,13.07981613,21.2431,13.27972166,1.7778,11.95935836,4.109,7.361482138,1.7491,7.595732734,215974.6,13.07981613,,,
603165.SH,14.89,73.87,8.0343,61.9989,2.2971,11.7966,0.0161,67.5022,1.2601,6.9901,190400.04,935785.16,20.59,9.664292981,13.875,10.82320632,3.3097,10.6595084,9.0933,13.4504735,1.7355,8.296684119,365167.768,23.44663494,,,
603166.SH,5.02,50.86,25.8346,290.6433,1.4441,22.8754,0.3352,58.2261,2.1025,19.3547,300054.7924,2204781,6.71,3.686736475,36.3817,3.982912948,1.9303,2.268644459,3.3141,5.145713748,2.8103,4.102665167,401069.2544,5.303358645,,,
603167.SH,7.68,23.18,10.0008,55.3256,1.1439,4.018,0.2245,18.2339,2.3812,9.7401,378802.176,1115885.2,10.45,17.87096774,15.7124,12.60148969,1.5244,13.23892697,6.3337,33.92228503,3.141,10.32491269,515427.44,18.53593958,,,
603168.SH,6.2,241.7,13.3432,112.5859,1.1866,19.6222,0.2679,34.7433,2.3606,19.3244,200007.3494,1579509.5,8.12,0.815286624,31.0356,17.82740695,1.554,1.992883334,4.241,11.52444932,3.5748,7.157594407,261945.1092,4.489863229,,,
603169.SH,2.42,32.98,11.2783,1889.7173,1.3058,24.5407,0.0646,59.8156,1.0963,19.5702,143059.5729,3025769.083,7.66,17.14659686,,,2.5845,5.503359171,12.1428,20.21422236,2.6814,8.580213166,805450.9349,22.97808224,,,
603177.SH,5.18,35.17,30.7691,208.9093,2.1432,14.5513,0.0083,66.3636,1.8161,12.3302,104636,710434,12.3,23.74124708,142.8946,62.94227805,4.7981,21.39650712,14.4801,21.80956156,3.341,14.50338117,248460,23.74124708,,,
603178.SH,8.74,25.55,23.7093,64.1142,2.1149,6.8193,0.0132,51.9309,1.1885,4.0778,177605.54,511000,12.28,21.05889352,33.4121,24.0139191,2.9715,18.20848567,12.1952,23.46405946,1.6699,16.6614751,249541.88,21.57694522,,,
603179.SH,14.45,52.79,11.1931,68.8093,2.1634,7.1513,0.0057,52.5302,0.9748,4.5719,321509.8,841472.6,18.32,10.09389671,14.7917,6.24581281,2.733,11.41963552,4.2862,8.149530219,1.2252,6.961163159,417191.2455,18.4015944,,,
603180.SH,40.1,177.4,16.3087,81.6531,3.4765,14.758,0.0159,64.898,1.985,8.8316,268670,1197450,80.51,29.43190095,27.8239,17.62232112,5.9312,21.75863139,10.7985,16.61875926,3.3866,20.47147489,543442.5,29.58423954,,,
603181.SH,13.2,42.58,15.053,79.9116,2.0022,7.315,0.0244,58.8334,1.5386,5.207,264000,851600,21.38,27.84206943,23.0704,12.36135223,3.1155,20.95505195,3.1059,5.239844242,2.4628,25.19354487,427600,27.84206943,,,
603183.SH,14.29,75.76,26.2802,118.6734,2.6871,11.0346,0.0205,73.4516,3.7018,16.68,171864,666688,18.4,6.686188385,33.8387,8.180796855,3.46,9.259059599,5.2543,7.12749775,4.7665,8.20375707,230191.36,11.78749616,,,
603185.SH,49.1,61.88,22.7585,28.6822,4.0844,5.1475,0.4801,41.7419,7.131,8.9871,618660,779688,55.85,52.81690141,25.8872,52.81665175,4.6459,52.81723262,7.9946,18.21176003,8.1114,52.82042993,703710,52.81690141,,,
603186.SH,27.21,31.54,43.362,50.2623,5.4957,6.3703,4.8274,12.3384,2.1812,2.5283,351961.35,407969.9,29.2,45.95842956,46.5333,45.95887135,5.8977,45.9638692,6.7435,25.51058448,2.3407,45.95217517,377702,45.95842956,,,
603187.SH,41.86,64.16,23.3534,35.7944,2.6209,4.0172,0.2686,62.4247,2.9672,4.5479,334880,513280,48.85,31.34529148,27.253,31.34474721,3.0586,31.34713171,10.9956,17.25816131,3.4627,31.34687164,390800,31.34529148,,,
603188.SH,7,70,11.5056,47.2748,1.2937,9.6894,0.0078,22.5083,1.8229,10.5772,403200,2553408,9.53,4.015873016,17.044,15.48371224,1.7612,5.568326643,1.5259,6.746961179,2.4901,7.621397485,548928,6.777390838,,,
603189.SH,9.44,53.25,31.4952,176.7269,2.6095,16.0297,0.0042,60.6891,11.1325,51.316,208435.2,1175760,14.07,10.56836339,129.2777,67.3286204,3.8894,9.537115691,5.1483,8.476738035,16.6379,13.70064828,310665.6,10.56836339,,,
603192.SH,27.65,52.99,25.4873,51.2895,2.7004,5.3279,0.057,75.2449,1.8005,3.9634,294933.3343,565226.6684,33.32,22.37569061,30.7138,20.25602468,3.2542,21.07706946,8.0929,10.68775694,2.1698,17.0742984,355413.3344,22.37569058,,,
603196.SH,7.86,21.86,25.5589,69.3743,2.0199,5.9822,0.02,62.4962,1.6404,5.5287,188640,524640,10.3,17.42857143,41.5792,36.56317185,2.6469,15.82414254,10.9244,17.45368636,2.1497,13.09826917,247200,17.42857143,,,
603197.SH,15.82,64.99,15.9887,48.2701,1.9789,6.1799,0.0286,59.0817,1.1804,4.1093,264232.8492,761038.0992,28.21,25.19829164,30.9663,46.39699641,3.3998,33.82289931,2.3223,3.8841314,2.0824,30.79654478,471176.2753,41.65483881,,,
603198.SH,12.69,49.51,14.115,81.4047,2.5759,10.8645,0.0161,54.9585,3.0694,13.3858,1015200,3960800,17.64,13.44378055,19.1489,7.480936904,3.4783,10.88724272,4.4338,8.040602522,4.1614,10.58508782,1411200,13.44378055,,,
603199.SH,17.4,72.52,22.6863,120.4102,1.7969,9.4101,0.0238,47.2383,4.2213,19.7392,192583.2,802651.36,21.83,8.03701016,28.0272,5.465295593,2.22,5.557452845,2.1887,4.58524394,5.2151,6.404217065,241614.44,8.03701016,,,
603200.SH,24.98,52.73,26.6173,65.5878,2.766,5.8388,0.0174,73.2662,5.7791,13.1217,184152.56,388725.56,38.61,49.11711712,36.1825,24.54471972,3.8859,36.44558709,3.8169,5.187115693,7.0054,16.70116852,289746.8145,51.61690668,,,
603203.SH,16.98,90.23,18.6151,90.2003,3.5311,13.9857,0.0174,56.701,6.6651,31.342,218592,830116,25.75,11.97269625,27.1235,11.88569704,5.0629,14.65192356,2.2452,3.930237317,9.9101,13.14994995,407624.7403,30.91174513,,,
603208.SH,20,70.73,11.4339,57.7014,1.6121,6.6055,0.0148,59.4345,1.5078,8.2283,161632.122,571612.2753,35.9,31.34240095,18.6739,15.64813314,2.6369,20.52309048,4.4096,7.39620025,2.2615,11.21493936,290129.659,31.34237986,,,
603214.SH,28.73,76.38,30.5038,79.9726,3.6577,9.5762,0.0606,74.7705,1.5892,4.0961,287300,763800,41.86,27.55508919,37.4988,14.14022576,5.0367,23.29982259,7.5914,10.08005632,2.0554,18.59667318,418600,27.55508919,,,
603218.SH,11.81,65.07,21.0213,61.6029,1.6886,10.4424,0.0385,66.5888,2.3237,13.8756,473581,2609307,26.09,26.81186632,43.6836,55.84378142,3.6229,22.09668944,2.8542,4.230935097,4.9252,22.52010492,1062463.07,27.57292228,,,
603220.SH,11.3,41.79,21.1352,78.1629,2.6513,9.8052,0.0417,66.4273,2.1191,7.837,381668.8,1411499.04,34.86,77.27123647,65.2012,77.27122083,8.1792,77.27113882,12.672,19.02566219,6.5374,77.27137585,1177431.36,77.27123647,,,
603222.SH,8.53,53.04,29.4222,163.4518,2.4483,12.049,0.0295,63.2611,3.4732,17.4591,169600,848640,24.37,35.58750843,156.4541,94.77898912,9.5647,74.12376181,2.846,4.454260212,11.2736,55.77331455,779840,89.86804901,,,
603223.SH,9.89,48.38,26.1869,146.8754,1.9078,10.5991,0.01,66.9734,0.3747,4.7795,143640,580560,11.85,5.092231749,31.3767,4.300161159,2.2858,4.349176763,4.0773,6.073915004,0.449,1.686796222,238896,21.80170283,,,
603225.SH,16.27,51.14,7.7407,42.0828,1.742,6.0625,0.0474,33.2536,0.4239,1.7615,1384353.042,3078628,21.2,14.1382277,12.6759,14.37069952,2.2949,12.79712996,10.0929,30.25188067,0.5523,9.599282297,1803854.116,24.75991704,,,
603226.SH,13.9,37.79,18.0109,45.8512,2.1544,4.891,0.0165,57.6438,1.949,4.5103,161921.656,327525.93,20.54,27.79405609,24.7542,24.22136256,3.0319,32.06533655,9.1126,15.78435915,2.8867,36.61031507,239243.2445,46.69057545,,,
603227.SH,3.47,48.3,22.6158,1708.3117,2.0071,14.2747,0.0062,51.21,1.2835,17.2837,228568.9,1590760.5,5.1,3.635958064,103.8198,4.817238981,2.8489,6.861977893,6.8352,13.33690078,1.8082,3.279334008,335937,7.882011605,,,
603228.SH,33.35,68.72,25.0574,42.7575,4.7804,7.9661,0.0158,46.1481,4.0721,6.9657,1360680,2824392,64.96,89.36952219,34.5883,53.84658844,6.5987,57.07693756,2.2652,4.875976268,5.621,53.52847664,2669856,89.44218535,,,
603229.SH,10.65,26.18,31.0809,73.8053,2.9075,8.0348,0.0127,71.6564,6.6891,21.2965,170400,418880,14.63,25.62781713,43.5814,29.25845653,3.994,21.19049012,4.7817,6.656551797,9.1888,17.11255939,234080,25.62781713,,,
